id,tweet,label
4969,Priyanka Gandhi has started buses to help migrants travel during the COVID-19 lockdown.,fake
4446,#Covid_19 Vladimir Putin has given Russians two options You stay at home for 2 weeks or you go to jail for 5years No middle ground RUSSIA Vladimir Putin has Dropped 800 tigers and Lions all over the Country to push people to stay Home,fake
1509,If Virginia continues to #StayAtHome hospitals should not become overloaded. However if distancing is relaxed there is a potential for over 84k hospitalizations - overwhelming the system by May 3. Learn more at https://t.co/8bDpcJKywk https://t.co/TtBxQwqjhZ,real
1983,Hospital in Pakistan is overwhelmed by COVID-19 patients,fake
2103,Indian Ministry of Home Affairs (MHA) issued an order that sharing post about coronavirus on social media groups is a punishable offense.,fake
2600,"List of 75 districts which will be under lockdown from today. These districts have reported Corona cases. Though Essential services will be available in all these 75 districts. 
List has all seven districts of the national capital.
@ndtv https://t.co/DmG32OKnDZ",fake
4958,The introduction of #eVINIndia has significantly increased the availability of vaccines in most cold chain points and helped in reducing the wastage of vaccines. #ImmunizationforAll #VaccinesWork #FullyImmunizeEveryChild https://t.co/sMxkjVutjw,real
224,Sir Ganga Ram Hospital has directed patients to stay at home n treat Urself. Implies Delhi Govt has miserably failed in its administrative responsibility of providing health care n left the Delhites to their fate. Must be sacked n LG take the charge. U agree?,fake
2168,Many countries have started to implement some of WHO’s recommended strategies to mitigate service disruptions such as triaging patients to identify priorities shifting to on-line patient consultations and changes to prescribing practices.-@DrTedros #COVID19,real
2258,#IndiaFightsCorona: 11 teams of Indo-US scientists to jointly scout for #COVID19 solutions ranging from early diagnostic tests antiviral therapy drug re-purposing ventilator research disinfection machines &amp; sensor-based symptom tracking. 👉https://t.co/I3hqtBuixP https://t.co/EV7fwL4FR2,real
2843,"There are no scientific studies that prove SARS-CoV-2, which causes COVID-19, exists",fake
337,AIIMS (Indian medical institute) team has said that Toddy has medicinal properties to cure coronavirus.,fake
1615,Says ???The Simpsons??� predicted the coronavirus.,fake
5532,Well that's a first we had a bad number in the lead tweet today apologies. Be right back with a corrected death figure—should be 242 not 158.,real
6282,As per @MoHFW_INDIA Clinical Management protocol #PlasmaTherapy may be considered in patients with moderate #COVID19 symptoms However as the situation evolves &amp; when more data becomes available the evidence will be accordingly incorporated and recommendation upgraded. https://t.co/G5fSw54ATa,real
1701,All Other News Suspended Over Coronavirus https://t.co/4l2bWuVCX6,fake
768,We’ve still had more deaths to the flu this year than we've had COVID-19.,fake
1077,Today @WADeptHealth and CDC reported the death of a person who had been hospitalized with #COVID-19. This is the first reported death within the US from COVID-19 the infection caused by the novel #coronavirus. https://t.co/KPoUeDAlsJ https://t.co/CgQjFOwMgz,real
1561,Finally in terms of the other cases reported in the last few days appropriate follow up is underway including making sure anyone who was on the flight or in the same isolation facility has been tested. They will all be captured by our Day 3 and Day 12 routine testing.,real
4599,More here from the thread yesterday. Private labs are an irregular dark spot for us. We are encouraged by recent updates and believe there is some chance states will standardize on reporting all tests positive and negative public and private. https://t.co/JRtWzpMXpp,real
5184,Currently there are 75 #ContainmentZones in #SouthDelhi District: https://t.co/byHlMXX9a8 @MoHFW_INDIA @drharshvardhan @DrHVoffice #Delhi #COVID19 #Covid_19 #COVIDー19 #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates https://t.co/FJjVyoM9Cu,real
4692,"BidenSoetoro funneled illegal $millions through Faucci's NIH into China's ""Wuhan Institute of Viralogy's"" coronavirus bioweapon program which congress expressly prohibited BidenSooetoro from working on.
BidenSoetoro, CCP&amp; associates caused this present Covid bioweapon disaster. https://t.co/6ELpMcadDU",fake
5759,Clarification on the NZ COVID Tracer figures: Number of manual entries per day (7 day average): 16151 Number of manual entries in total: 137385,real
3851,A new @CDCMMWR on #COVID19 infections among Oregon residents found about 1% of specimens tested had evidence of a past infection – 10 times the rate of infections identified by conventional testing. Wear masks. Social distance &amp; wash your hands. See more: https://t.co/mMPpxFUSyR. https://t.co/eacIpi9AH8,real
2244,Nine cases previously announced as discharged cases were reported in error. Therefore there are 417 cases that have been discharged One case reported in Nasarawa was a repeat test. The state has a total of 11 confirmed cases https://t.co/Z5x7UFXpXd https://t.co/yKYwuQ9djm,real
2045,Diary Of Someone With Covid-19 In Self-Isolation https://t.co/HT3Jz5ReaL,fake
746,White House Grants Covid-19 A Green Card Visa https://t.co/JR4GIlIvEC,fake
242,#IndiaFightsCorona India climbs another historic peak of more than 13 lakh tests. More than 13.80 lakh tests done in the last 24 hours. @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @ICMRDELHI @COVIDNewsByMIB @PTI_News @ANI,real
4022,???Bill Gates says you don't have a choice to be vaccinated or not.??�,fake
4238,EMA’s CHMP recommends approval of filgotinib for RA. https://t.co/f5OAj8IDER,real
3447,How to Keep Your Business Going During the Coronavirus Outbreak https://t.co/SdNAuCrmQy #coronavirus #smallbusiness,fake
1264,"US President Donald Trump called Philippines President Rodrigo Duterte to ask for help to ""solve coronavirus"" because he “can’t handle” his constituents.",fake
3635,#IndiaFightsCorona The total number of #COVID19 recoveries on a weekly basis has increased from 153118 during the third week of July to 484068 in the first week of September 2020. https://t.co/LNQEYBt68K,real
5199,Coronavirus: R number increases to between 1.1 and 1.4 https://t.co/3FfCFs5qg1,real
3157,#IndiaFightsCorona India occupies the top position in the world in terms of Total Recoveries. More than 43 lakh have recovered. India's Recoveries constitute 19% of total global Recoveries. https://t.co/sJf1AS4zBg https://t.co/K77KOdgE9s,real
6404,Countries with women leaders suffered half as many COVID deaths on average compared to countries with male leaders. Read the full story by @VICE https://t.co/hq16DFl6jj,real
6417,"???Autopsies prove that COVID-19 is??� a blood clot, not pneumonia, ???and ought to be fought with antibiotics??� and the whole world has been wrong in treating the ???so-called??� pandemic.",fake
1795,#IndiaFightsCorona: India reports more than 90000 recoveries for the 3rd successive day Total Recovered cases close to 43 Lakh- highest in the world India's Recovery Rate crosses the landmark of 80% #StaySafe #IndiaWillWin https://t.co/YwTg8fU75H,real
3198,"@drdavidsamadi Dr. Samadi, do you believe Covid 19 is bio-engineered?",fake
2174,Coronavirus: 'A test the government must pass' - ministers urged to prioritise testing in schools https://t.co/oZAGUhhGtP,real
833,CDC has information for populations that may need to take extra precautions to protect against #COVID19: https://t.co/wGrCoNVd9T.,real
5874,Claims made in the viral video Plandemic include,fake
4829,"@Robbiedocs @BrigCM123 @steven_reaney @colstee @OxfordEVCharger @IsabelOakeshott @Greyfoxp @BorisJohnson Yet all the other masks have one thing in common. A one way valve to let exhaled air out. As they SEAL to you facd stopping the ingress of paint, smoke, bacteria etc. Yet your cloth mask does none of these and is supposed to stop a virus. Lol Give your head a good wobble mate",fake
6086,???At John Lewis funeral Obama told a room full of people that rooms full of people is too dangerous so we must mail in vote.??�,fake
1022,Update from the @minhealthnz ​ There are 2 new cases of COVID-19 to report in managed isolation in New Zealand. It’s been 70 days since the last case of COVID-19 that was acquired locally from an unknown source in the community,real
5643,Trump repeatedly compared COVID-19 to influenza.,fake
5415,Garlic will prevent coronavirus infection! There is no evidence that it can protect people from COVID-19 but did you ask for evidence before believing this forward? Ask for evidence as soon as you see a WhatsApp forward and tell the sender #MainBhiNewschecker #coronavirusFacts https://t.co/EHsOOLczKo,fake
4134,Long term commitment to &amp; investment in a strong public health system has helped #Thailand manage #COVID19 to date. Village &amp; migrant health volunteers &amp; trained field epidemiologists are part of 🇹🇭 public health response to detect &amp; respond to outbreaks. https://t.co/exfqZyDf0D,real
5220,Latest updates from the Ministry of Health: There are no new cases of COVID-19 to report in New Zealand. It has been 16 days since the last new case was reported. Our total number of confirmed cases remains at 1154 which is the number we report to World Health Organization. https://t.co/3T6V0ivDlk,real
4377,UPDATE: #COVID19 impact on HIV TB &amp; Malaria ➡️Related deaths over 5 years could increase up to 10-36% in high burden settings ➡️Maintaining critical prevention &amp; healthcare services significantly reduce the overall impact of the COVID-19 epidemic 🔰Report https://t.co/lcFch0FxCt https://t.co/1uHEDBrJpC,real
1544,40 people have returned negative tests for COVID-19. 14 people will not be tested either on the basis of health because they are a child they have declined they can no longer be contacted or they have left the country.,real
3497,~23k new cases today. Three days in a row over 23k for the first time since mid-May. The 7-day average ticked up a touch too. https://t.co/9QkkQyewne,real
3574,In the first half of 2020 WHO coordinated the logistics &amp; shipped 😷More than 3M surgical masks 🧤More than 2M gloves 🧰More than 1M diagnostic kits 🥼More than 200K gowns 🛡️More than 100K face shields to 135 countries across the🌍🌎🌏. https://t.co/iz4YQkbSGM,real
931,A video of an overcrowded Shramik train claimed to be from Mumbai travelling to West Bengal.,fake
5065,Dr. Rashid Buttar stating Dr. Anthony Fauci is responsible for causing the new Coronavirus pandemic; there are no deaths recorded caused by COVID-19.,fake
1045,"Analysis: Are quarantined passengers adequately protected from Cornwall? #coronavirus
https://t.co/q9kK0HXNeC https://t.co/UPDj4OPxL0",fake
225,One of the previously reported cases is now considered to have recovered. Our total number of active cases is 116. Of those 39 are imported cases in MIQ facilities and 77 are community cases. ​⁣⁣ ​⁣⁣ ​⁣⁣,real
1848,Brooklyn Crime Boss Salvatore Goombalini Says That New Yorkers Better Start Self-Isolating https://t.co/Ca1tPMnxfm #coronavirus #brooklyn,fake
4520,@PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @CovidIndiaSeva @COVIDNewsByMIB @DDNewslive @airnewsalerts #IndiaFightsCorona as Recovery Rate races beyond 72%. Total recoveries are soon to cross 2 million.,real
2890,#CoronaVirusUpdates: 📍Total #COVID19 Cases in India (as on September 05 2020) ➡️77.23% Cured/Discharged/Migrated (3107223) ➡️21.04% Active cases (846395) ➡️1.73% Deaths (69561) Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths https://t.co/rWqPwvFvTy,real
3030,"Proud of this Indian Muslim Man. ?? I stress Muslim here for my RW friends who attribute everything bad to Muslims but never stop to think that all Muslims are not the same like all Hindus are not.

Rs 50,000 Crore! That's How Much Azim Premji Will Donate",fake
5181,"Demanding a fair Probe #JusticforTarun.(1)..Why AIIMS Administration shifted Tarun to ICU ?( 2).How Tarun(COVID Patient) get out of d security cover of ICU.?! Smartphone &amp; WhatsApp messages 
Can Direct Probe @PMOIndia Hum @aiims_newdelhi per sawaal utakar Hownsle todti hai. https://t.co/8SrcB2aVvY",fake
2251,Brazilian actress Camila Pitanga falsified malaria diagnosis to medicate herself with chloroquine,fake
5656,Mississippi and Oklahoma have seen rapid growth in cases. Mississippi now rivals Florida for the highest number of cases per million population. https://t.co/S01vrOmo42,real
6302,Our daily update is published. States reported 716k tests and 42k cases the lowest since early July. Some good news: Today's death count—426—is the lowest number for a Monday in 5 weeks. https://t.co/BguhS17UNU,real
3229,Americans Confused as to whether Getting Coronavirus Is Good or Bad https://t.co/Nppzq2zoVi #coronavirus #politicalcorrectness #covid19,fake
6181,Claim: Cow urine/dung could treat COVID-19: Assam legislator Haripriya https://t.co/6EIJ9P1TJv Fact: Such claims only add to misinformation/fear-mongering should fight disease scientifically: Anant Bhanhealth researcher. No preventive med/cure yet: WHO https://t.co/b3QfVqWv7U,fake
1799,📢#COVID19Nigeria UPDATE Measures for Easing of Lockdown Phase 2 🕘Curfew from 10pm to 4am 🕌Restricted opening of religious centres ⛪Funerals limited to 20 people 🧤No use of latex gloves for non-medical purposes CLOSED: Schools bars gyms cinemas restaurants &amp; nightclubs https://t.co/yB16z6yyBD,real
4096,COVID has hospitalists redeployed redefined and stretched to the limits. https://t.co/WB3rfvPOrr #HowWeHospitalist,real
1260,The number of COVID-19 infection in Japan is 10 times higher than officially announced.,fake
677,A video claims to show Chinese Muslims performing a communal Friday prayer in a mosque despite the novel coronavirus pandemic.,fake
3733,Only 3 of 2042 #COVID19 clinical trials for therapeutics include pregnant women. https://t.co/gpOC5KoGzR #ACOG2020,real
3840,Vitamin D’s role in #COVID unclear but global societies emphasize importance for musculoskeletal health. https://t.co/rGsDd4SqjI,real
562,???No other country??� is having a ???second wave??� of COVID-19 ???because they are not trying to unseat a President in November.??�,fake
4915,Inhaling eucalyptus prevents or eliminates the new coronavirus,fake
1718,Israeli doctors say it is dangerous to wear masks outside.,fake
6208,Money was taken from hospitals to finance cultural projects in Brazil.,fake
6354,DHS report: China hid virus’ severity to hoard supplies #covid-19 #DHSreport https://t.co/JYL3Rrt5rH,fake
2848,Using cypress and eucalyptus vapor as a treatment against COVID-19 works.,fake
813,Even mild obesity is a risk factor for COVID-19. https://t.co/2mgI4gGDGl https://t.co/BWtQLs2f4i,real
6078,"Lockdown Wouldn't Be So Bad If Man Didn't Have Wife, Kids, Mortgage https://t.co/bEPvC16ZcN",fake
3375,Social gatherings of more than six people are now illegal in England as the 'rule of six' comes into force. @KitMalthouse will join @KayBurley at 7.05am to discuss how the new rule will be policed. 👉 #KayBurley 📺 Sky 501 / Freeview 233 📱 Watch live https://t.co/MTAJy15gOc https://t.co/6b9e9yvvhL,real
981,RT @PIB_India: ▪️ Highest ever 56383 recoveries and 8.3 lakh tests conducted in a single day ▪️ More than 3 crore N95 Masks 1.28 crore P…,real
2027,#COVID19Nigeria KNOW THE FACTS Q: Who is tested for #COVID19? A: Any person who meets the national case definition for #COVID19 is tested at NO COST in any of our five molecular laboratories with testing capacity in-country See national case definition https://t.co/KYarnxsY2O https://t.co/nu8WMTBlLG,real
4791,The new app to track infections in Germany (Corona Warn-App) is using your personal data and contacts on your smartphone in order to track and identify people.,fake
2481,We have a correction: in cleaning some older data we introduced too high of a number into MA data over the weekend. This made yesterday's new test number lower than it should have been. We regret the error. With the fix in the recent numbers are smoother which is good. https://t.co/LxWwoUVkGC,real
3974,284 new cases of #COVID19; 199-Lagos 26-Rivers 19-Oyo 8-FCT 8-Borno 7-Plateau 6-Jigawa 5-Kano 2-Abia 1-Ekiti 1-Delta 1-Kwara 1-Taraba 6677 cases of #COVID19 in Nigeria Discharged: 1840 Deaths: 200 https://t.co/awxMgfp7U5,real
5619,American president Donald Trump announced that tests of injection of disinfectant to fight against the new coronavirus will begin in Africa.,fake
3413,_A video has been viewed thousands of times in multiple posts on Facebook Twitter and YouTube which claim it shows Chinese police arresting people infected with the novel coronavirus._,fake
5521,Protective masks will be five time more expensive in French tobacconists than in Spanish shops.,fake
5848,Coronavirus: 'Rule of six' comes into force as medics warn of second COVID-19 peak https://t.co/amKlnE1X4V,real
2567,@NastySurf @DelegateStewart The positive rate the last two days was 10% and 8% but it bounces around. -@alexismadrigal https://t.co/Hvq6oNqIgi,real
1249,"Day in the #office to catch up on #Work https://t.co/Fkuf7LPgB1

#London Computer Cleaning keeps IT equipment safe by disinfecting keyboards, mice, laptops and more from #bacteria, #germs and #viruses such as #COVID19.

#Business #Coronavirus #SafetyFirst #Tech https://t.co/QpE8mYvduS",fake
1598,An additional significant cluster - Matamata - has now closed. This means four significant clusters remain open. A cluster is considered to be closed when there have been no new cases for two incubation periods (i.e. 28 days) from the date when all cases have completed isolation,real
2320,Today we received 4 ambulances from @AlikoDangoteFdn to support #COVID19 response activities in Lagos led by @LSMOH Grateful for collective efforts demonstrated by the government &amp; private sector in response to this outbreak #TakeResponsibility #COVID19Nigeria https://t.co/tFhpdVJsa9,real
1402,David Icke's claims that 5G waves can prevent oxygen uptake into the human body and that one can target a nursing home and remove oxygen from it with the help of 5G,fake
4880,Says video of body bags being dumped in a ditch shows the ???situation in Italy??� due to the coronavirus.,fake
54,RT @MoHFW_INDIA: #IndiaFightsCorona With high number of sustained recoveries India surges ahead with highest single day RECOVERY. Nearl…,real
5920,This means New Zealand’s combined total of confirmed and probable cases is 1499 of which 1149 are confirmed cases of COVID-19.⁣⁣⁣⁣ ⁣⁣⁣⁣ We now have 1433 people reported as having recovered from COVID-19 an increase of five on yesterday. This is 96% of all cases. ⁣⁣,real
3905,📢#CoronaVirusUpdates: ✅India's #COVID19 recovery rate improves to 81.25% as on September 23 2020 📍Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA https://t.co/hQfr3zgPpE,real
4596,779 new cases of #COVID19Nigeria; Lagos-285 Rivers-68 FCT-60 Edo-60 Enugu-56 Delta-47 Ebonyi-42 Oyo-41 Kaduna-19 Ogun-18 Ondo-16 Imo-12 Sokoto-11 Borno-9 Nasarawa-8 Abia-5 Gombe-5 Kebbi-5 Kano-4 Yobe-3 Ekiti-3 Osun-2 24077 confirmed 8625 discharged 558 deaths https://t.co/JsOtNeFSDx,real
1272,The reason the U.S. documented the most COVID-19 cases in the world in 2020 was because it had tested more residents at a faster rate than any other country.,fake
3926,RT-PCR remains the gold standard for detecting #COVID19 cases. Rapid Point-of-Care (PoC) Antigen Detection Test are also used for diagnosis/detection along with RT-PCR. Current evidence suggests that CT Scans &amp; X-Rays are not specific enough to diagnose or rule out #COVID_19. https://t.co/UOMErzmigA,real
5568,#IndiaFightsCorona #CoronaVirusUpdate With more than 8 lakh average tests every day India scales up #COVID19 testing. Tests Per Million (TPM) now more than 27000. https://t.co/CbWlvNly8T https://t.co/G09RlUc4yE,real
1025,Our combined total of confirmed and probable cases remains at 1504. The number of recovered cases is 1482. There are no additional deaths to report. There is no one in New Zealand receiving hospital-level care for COVID-19. Nine significant clusters have now closed.,real
5569,A video is going viral on WhatsApp and Sharechat claiming that the man and woman in the video are doctors who treated 75 coronavirus patients and now they both are infected by it.,fake
6231,"Multiple studies all said for decades, masks do not work with viruses.",fake
3868,"@jimcramer does Abbott have to cure #COVID19 before their stock moves up past 115? So much profitable news on rapid testing kits but their stock is stuck in the mud. 100+ mil kits deployed over next few weeks. Airports and airlines using it too. However, $ABT barely moving 🆙 https://t.co/U438lvKSLG",fake
5272,Practice social distancing by putting space between yourself and others. Continue to practice healthy habits like washing your hands for at least 20 seconds and staying home if you’re sick to help slow the spread of #COVID19. Learn more: https://t.co/tt49zOn1hf. https://t.co/BYTXlIWcoV,real
5082,New WHO guidelines recommend encouraging children under four to masturbate.,fake
3427,WHO stands ready to support Liberia 🇱🇷 with technical resources to help improve the country's health system maintain basic health services and fight #COVID19. 👉https://t.co/A6YcnlJ53e #WHOImpact,real
4006,#HCP: Protect yourselves and others from #COVID19 by safely putting on and taking off disposable respirators. Learn more: https://t.co/5ODocrGOAR. https://t.co/Y9NizLNBcu,real
4276,Eight Southern states outside Texas and Florida currently have over 1000 patients hospitalized with COVID-19. https://t.co/3JDRdkdvTk,real
1818,9 candidate vaccines are currently part of COVAX with a further 9 candidates under evaluation - giving the initiative the largest &amp; most diverse #COVID19 vaccine portfolio in the world https://t.co/Yccw7lAQEO,real
5114,As per WHO’s ‘Protocol and Procedure of Lockdown Periods’ lockdown will be relaxed from April 15-19 and will be re-imposed from April 20 in India.,fake
714,".@realDonaldTrump has claimed that the U.S. has ""one of the lowest mortality rates in the world” from COVID-19. That's False. https://t.co/GdFjrXl032",fake
1765,COVID-19 is a bacterium not virus,fake
3991,The biggest thing in this update is that California added 75k+ negative test results and only 1300 new positives. This must be a reporting restatement. It's a HUGE change in the testing metrics for the state and it is very good news if the numbers can be believed.,real
4434,"Speaker Pelosi says Trump's taxes reveal 'national security' issue https://t.co/Cn56UD0Ve8 Sociopathic Pelosi w/ $26,000 refrigerator/18.00ice cream she flaunts. Pelosi, cold blooded kidnapped American citizens' ""Bioweapon COVID19 Aid""-thousands killed, millions in spilled blood.",fake
5045,_A video has been viewed tens of thousands of times in multiple posts on Facebook and Twitter in April 2020 alongside a claim it shows the arrest of Indian activist Trupti Desai after she attempted to buy alcohol during a government-imposed lockdown triggered by the COVID-19 pandemic._,fake
4422,• We still have 16 significant clusters four of which are now closed. ⁣ ⁣ • Yesterday our laboratories processed 5961 tests bringing the total number of tests completed to date to 203045 - just over 4% of New Zealanders.⁣,real
3155,"Hillary Clinton's coughing fits in a 2016 presidential race became a source for media consternation. new evidence has arisen that may lead us to believe that she was patient zero for Covid-19 as early as July of 2016.

A Thread 1/69",fake
1699,New modelling has reportedly shown London is only two or three days behind #coronavirus hotspots in the North West and North East https://t.co/ZKcse3u8Br,real
19,We just announced that we have shipped vials of mRNA-1273 the Company’s vaccine against the novel coronavirus to the NIH to be used in the planned Phase 1 study in the U.S. https://t.co/jNarQEkGhr https://t.co/o7EoaYeQH1,real
2840,503 new cases of COVID19Nigeria; Lagos-153 Ondo-76 Edo-54 FCT-41 Enugu-37 Rivers-30 Benue-24 Osun-20 Kaduna-15 Kwara-13 Abia-9 Borno-8 Plateau-6 Taraba-5 Ogun-3 Kano-3 Kebbi-2 Nasarawa-2 Bayelsa-1 Gombe-1 29879 confirmed 12108 discharged 669 deaths https://t.co/gyghkcIbcb,real
2681,If COVID-19 does get into the community it could spread very quickly from large gatherings as we’ve seen at other large gatherings such as weddings and parties.⁣ ⁣ For this reason people in managed isolation can no longer leave isolation to attend a funeral or tangihanga.⁣,real
3255,"The UK faces another national lockdown ""in short order"" unless people abide by new #COVID19 restrictions a government adviser warns https://t.co/6KvWA1yvb3",real
788,For example once a successful vaccine has been identified WHO’s strategic advisory group will provide recommendations for their appropriate and fair use. The allocation of vaccines is proposed to be rolled out in two phases-@DrTedros #COVID19,real
1491,A man was beaten by the cops in Dehradun India after he violated the lockdown norms and came out to spit on people's doors and handles.,fake
6415,Data from #COVIDNET show that after a period of decline #COVID19 hospitalization rates have begun to increase in recent weeks. You can help slow the spread of COVID-19. Stay 6 feet apart; wear a mask and wash your hands often. More: https://t.co/qpYN3dSJL8. https://t.co/pboxwJ4nMg,real
1805,#IndiaFightsCorona: 📍 Increasing gap between #COVID19 Recovered &amp; Active cases of India (May 04 2020 to September 08 2020)👇 #StaySafe #IndiaWillWin https://t.co/iIIwI5I2b1,real
2281,Pediatric #COVID19 cases account for just less than 10% of the US’ 5 million total cases. https://t.co/Xg8cTLeobP,real
2578,Some of the testing fall off is attributable to IT trouble in MA today and storm-related closures in FL. Still the problem is broader. Weekly testing declined for the first time ever in our dataset. https://t.co/50oeo4GU0l,real
4844,A survey of COVID-19-positive patients found that more than half could not identify having contact with a person who had #COVID19. Take steps to protect yourself and slow the spread. See @CDCMMWR: https://t.co/ObpA92vwEY https://t.co/Diub9Eon6H,real
2391,The latest CDC #COVIDView report shows the hospitalization rate for adults 18-64 years old is already higher than that seen for flu at comparable points during the last 5 flu seasons. These rates are cumulative and will increase as the pandemic unfolds: https://t.co/zP4VYlo0Pb. https://t.co/MrUL7hYMID,real
715,Our daily update is published. We’ve now tracked almost 4.7 million tests up 193k (!) from yesterday. Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y https://t.co/UAcKIDmRq2,real
2265,We noticed an error in our update at 8:35pm Correction below 14 new cases of #COVID19 have been confirmed in Nigeria: 1 in FCT 1 in Bauchi and 12 in Lagos Of the 14 6 were detected on a vessel 3 are returning travellers into Nigeria &amp; 2 are close contacts of confirmed cases https://t.co/fXAzvtCURs,real
5922,"RT @AndySpecht: Fact check: Is there a ""direct correlation"" between North Carolina's mask mandate and its COVID-19 cases? Here's what exp…",fake
4996,Misinformation has been spreading like wildfire online during #COVID19 but what about offline? We'd like to know what misinformation is coming through your letterbox. We're looking for pamphlets and flyers containing COVID-19 claims. Tweet them @ us so we can check them! https://t.co/RVamTwdfKd,fake
6139,RT @PolitiFactWisc: Bryan Steil says WI has only spent 3.8% of the coronavirus funding allocated by the federal government. That's Half Tru…,fake
5072,Tunisian researcher speaking in this video found a cure against COVID-19.,fake
4124,This research supports the need for continued isolation of cases contact tracing and social distancing.,real
1411,RT @CDCDirector: Protect yourself and others from #COVID19 when using public transportation. Practice social distancing avoid touching sur…,real
2745,False: @GovRonDeSantis' claim that reporters never asked him about coronavirus in May. Press conference transcripts show reporters asked him many pandemic-related questions about unemployment reopening plans testing and outbreaks. https://t.co/2L2QxH0M45 https://t.co/jONigCLuH4,fake
4932,"@JustinTrudeau How about we test a theory that the covid19 test kits are highly inaccurate, have a regular Canadian citizen receive 100 test kits and go around testing a variety of different things like animals, insects, foods etc live on camera label names see the results",fake
5773,Coronavirus: Ministers eye extension of insolvency measures https://t.co/5eS3YNPp7N,real
527,Dr Lisa Danzig shares what the #COVID19 Early Treatment Fund is doing to get control of the pandemic. https://t.co/5iPvPnUqiu,real
4,#IndiaFightsCorona: We have 1524 #COVID testing laboratories in India and as on 25th August 2020 36827520 tests have been done : @ProfBhargava DG @ICMRDELHI #StaySafe #IndiaWillWin https://t.co/Yh3ZxknnhZ,real
473,93% of the (COVID-19) cases in the state of Illinois have come from Chicago.,fake
2944,"Media outlets reported that the same boy died 3 times from the coronavirus, in 3 countries.",fake
3782,The most frequently disrupted areas due to #COVID19 include: -routine immunization -NCD diagnosis &amp; treatment -family planning &amp; contraception -treatment for mental health disorders -#cancer diagnosis &amp; treatment -malaria diagnosis &amp; treatment 👉 https://t.co/R5ssfz6cDl https://t.co/nqwJEEyexs,real
1323,"A ""poll finds 38% of Americans say they will not drink Corona beer because of the virus.""",fake
1010,"Video of a burqa-clad Muslim woman being denied a food kit distributed to help people during the current crisis in India due to COVID-19, for being a Muslim.",fake
2730,RT @PIB_India: The Case Fatality rate (as per Week wise Average) in July first week was 2.89%. Now has come down from to 1.94%; our target…,real
3755,"Says Donald Trump tweeted, ???I ordered the Treasury secretary to send checks to Americans! First however, we will go through your social media history from the last 4 years and search for any post with #NotMyPresident in it. I wouldn???t think of offending you with a check if I???m not your president! #MAGA??�",fake
5463,DNC nervous as Sanders and Biden both drop dead halfway through debate #DemocraticDebate #coronavirus #COVIDー19 #RIP https://t.co/Mv1OcSiSvg,fake
2043,Acute Gouty Arthritis During Favipiravir Treatment for Coronavirus Disease 2019. https://t.co/oYXeWUg09C https://t.co/f5jgKqTgyv,fake
2557,"@TejinderSsodhi I can't understand Sir your mocking or not,

But Coronil has actually benefited many people with COVID positive.
I've seen many people and I know them.",fake
2832,Coronavirus can live only up to 12 hours on any surface.,fake
3894,RT @PIB_India: India has the highest recovered cases in the world. India contributes 17.7% share in the total #COVID19 cases. However in…,real
290,Yesterday our laboratories completed 824 tests bringing the total completed to date to 311121 - lower testing volumes are regularly observed over weekends. Anyone with symptoms that could be COVID-19 should call Healthline their GP about getting a test - which is free.,real
2664,_Israeli scientists have developed a COVID-19 vaccine._,fake
5506,#CoronaVirusUpdates: State-wise details of Total Confirmed #COVID19 cases(till 02 September 2020 8 AM) ➡️States with 1-10000 confirmed cases ➡️States with 10001-90000 confirmed cases ➡️States with 90000+ confirmed cases ➡️Total no. of confirmed cases so far https://t.co/EWrtWHNrK8,real
5596,661 new cases of #COVID19Nigeria; Lagos-230 Rivers-127 Delta-83 FCT-60 Oyo-51 Edo-31 Bayelsa-27 Kaduna-25 Plateau-13 Ondo-6 Nasarawa-3 Ekiti-2 Kano-2 Borno-1 19808 confirmed 6718 discharged 506 deaths https://t.co/PH87IGyn5R,real
5791,Deaths stayed above 2000 today. New Jersey alone reported 460 deaths today. https://t.co/Fcj7uquV2k,real
3737,New update with state data up to midnight eastern: tally shows over 4000 tests. https://t.co/Zc39AZVRge WA and CA have conducted the most tests and have the most cases. Big gaps in our testing capacity knowledge: MA TX GA PA.,real
3886,"Says a coronavirus patent expired just as there is a ""sudden outbreak"" and, despite ""media fear-mongering,"" there is already a vaccine available.",fake
747,On therapeutics the first proven therapy for severe #COVID19 #Dexamethasone was announced in June with support from the therapeutic accelerator arm and is currently in scale-up-@DrTedros https://t.co/uPGH9M7cg8,real
2171,GoI is following a phase-wise unlocking of activities. GoI has issued SOP on preventive measures to contain the spread of #COVID19 in skill or entrepreneurship training institutions higher educational institutions conducting doctoral courses &amp; post-graduate studies in... (1/2) https://t.co/r0wcYPrN2w,real
5079,Infusing hospitalized COVID patients with blood plasma from the recovered appeared to show a benefit in a nationwide survey but the study’s lack of a placebo group left several researchers unable to properly interpret the data. Quick read by @statnews: https://t.co/xhPHXURnvy,real
